tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
15293,AmazonHelp,False,Wed Nov 01 03:00:08 +0000 2017,"@119357 ご心配をおかけしております。
お届け予定日の最終日を経過している場合は、状況を確認させていただければと存じます。
よろしければ、下記URLよりご連絡ください。https://t.co/J6YEizo6qC TY",,15294
15294,119357,True,Wed Nov 01 02:53:50 +0000 2017,アマゾンの荷物届かないんですけどー！！聞いたこと無い業者から配達されるから怪しいと思ってたらこれだよ。,15293,
15442,119403,True,Fri Dec 01 14:03:26 +0000 2017,@AmazonHelp Hey so my package has not arrived yet. Can I get this sorted please,15445,15441
15445,AmazonHelp,False,Fri Dec 01 14:07:39 +0000 2017,"@119403 While we can't access order or account details through social media, we'd still like to help! Please reach us directly via phone or chat so we can investigate: https://t.co/JzP7hlA23B ^CS",,15442
15684,AmazonHelp,False,Wed Nov 01 03:19:34 +0000 2017,"@119451 number. Also, please don't provide order details, we consider it to be personal info. Our page is visible to the public.(2/2)^SF",15685,15686
15685,119451,True,Wed Nov 01 03:21:08 +0000 2017,@AmazonHelp Yes i have received reference number,15687,15684
15686,119451,True,Wed Nov 01 02:56:50 +0000 2017,"@AmazonHelp Order no - 403-7559101-5645129 
Return reference - 710398288491
Article name - puma shoes","15684,15690",15691
16117,119535,True,Wed Nov 01 03:25:59 +0000 2017,@115850 No speedy respnse frm the seller side..I asked 2 return my money but they are not ready 2 clr my issue i need my query to b solved,"16118,16116,16119",
16118,AmazonHelp,False,Wed Nov 01 03:32:36 +0000 2017,@119535 the A-z guarantee claim. You can know more about A-z guarantee claim here: https://t.co/cly38I8avX 3/3 ^SH,,16117
16784,119700,True,Tue Oct 17 10:43:11 +0000 2017,"@AmazonHelp That's what m doing n u making me believe more that refund policy by Amazon in India is really poor..!
Ur seller is even not taking calls nw","16785,16783",16786
16813,119701,True,Fri Nov 03 15:47:47 +0000 2017,@AmazonHelp This says will be reaching please can some one really #help me I promise wont make any further purchase with #Amazon #help #shameful https://t.co/yuU8kSbKOs,16814,16809
16814,AmazonHelp,False,Fri Nov 03 16:06:45 +0000 2017,"@119701 Aadil, please reply to the email you've received from our team so that we can assist you accordingly. ^MS",16815,16813
16815,119701,True,Fri Nov 03 17:56:14 +0000 2017,@AmazonHelp Guyzzz i have not received any mail have some common sense if i would i have received it why the f*** i would hav not replied #CommonSense,16816,16814
16822,119701,True,Mon Oct 30 09:59:54 +0000 2017,@AmazonHelp The moment I tweeted you guyz i got a call from ur agent stating that he will pickup the product tomorrow really bad service #complain,16821,16823
16823,AmazonHelp,False,Mon Oct 30 09:39:38 +0000 2017,@119701 Apologies for the delay. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^RB,16822,16824
16824,119701,True,Mon Oct 30 09:26:09 +0000 2017,@115821 @115850 @AmazonHelp req a replace for one of my purchase it was scheduled for today between 10 to 1 its 3 no one has come #help,16823,
16844,119703,True,Sat Oct 21 14:36:58 +0000 2017,@AmazonHelp Many mails done...need clarification on what I asked...why 500 deposited as compensation..why no action against seller &amp; brand,"16843,16845",16846
16866,119703,True,Thu Oct 19 03:45:18 +0000 2017,"@AmazonHelp Order id-407-2808023-6902735
Mails already done","16864,16867,16868",16869
17186,119791,True,Wed Nov 01 05:09:56 +0000 2017,@AmazonHelp Kindly share my contact number 9800019281 to ur team to contact me,"17188,17189",17185
17200,119791,True,Thu Nov 02 08:34:40 +0000 2017,@AmazonHelp Kindly note i will not received or accept my last order. I have choosen COD but due bad service of Prime i will not accept,"17201,17202",17197
17202,AmazonHelp,False,Thu Nov 02 08:53:53 +0000 2017,@119791 I'm sorry for the unpleasant experience. We'd like to change it. Please (1/2)^SF,17203,17200
17203,119791,True,Thu Nov 02 08:59:53 +0000 2017,@AmazonHelp I dont want to change my order but will not accept. Order # 403-3917499-2913904,"17204,17205",17202
17189,AmazonHelp,False,Wed Nov 01 05:19:00 +0000 2017,@119791 We're unable to arrange a callback for you over Twitter. Please make a request using the link above and we'll oblige. 1/2 ^AB,,17186
17212,119791,True,Tue Oct 31 05:18:37 +0000 2017,"@AmazonHelp No use of prime membership, return my money",17211,17213
17213,AmazonHelp,False,Tue Oct 31 05:08:00 +0000 2017,@119791 Did we happen to miss the estimated delivery date? ^AG,17212,17214
17214,119791,True,Tue Oct 31 04:53:16 +0000 2017,@AmazonHelp Pathetic reply by your caller,17213,17215
17220,119793,True,Wed Nov 01 06:51:15 +0000 2017,@AmazonHelp None of your links are taking me to a solution. Been after this since 3 days. Most pathetic service ever. You guys shall call me ASAP! (1/2),"17222,17223",17219
17223,AmazonHelp,False,Wed Nov 01 07:13:00 +0000 2017,@119793 Please add an email address to your account and then continue to fill the form. Appreciate your patience. ^RW,,17220
17232,AmazonHelp,False,Wed Nov 01 04:25:00 +0000 2017,"@119794 We're unable to verify any detail over Twitter, Anjana. Please respond to our email so we could take it from there. ^JC",17233,17234
17233,119794,True,Wed Nov 01 15:16:33 +0000 2017,@AmazonHelp I have replied to the mail also check it and provide some useful reply,17235,17232
17234,119794,True,Wed Nov 01 03:55:49 +0000 2017,Going to take this in the consumer court...total fraud from amazon @AmazonHelp i will sue you guys for this ... https://t.co/R8hCqnIS4i,17232,
17639,119902,True,Wed Nov 01 04:41:59 +0000 2017,@AmazonHelp It is a doorstep pick up but I need to bear the charges for the courier while I am struggling to get a refund for the already paid order,17638,17640
17640,AmazonHelp,False,Wed Nov 01 04:37:28 +0000 2017,@119902 Sorry for the trouble while raising a return request. May I know if you have been asked to self return the item? ^SH,17639,17641
17641,119902,True,Wed Nov 01 04:10:09 +0000 2017,@AmazonHelp #pathetic customer service. New low in e-commerce. Trying to raise a return request 5 times. #Fail,"17640,17642",
17911,AmazonHelp,False,Wed Nov 01 05:07:52 +0000 2017,"@119972 Oje! Melde dich doch gleich mal hier https://t.co/wWn0qM25US und lass meine Kollegen prüfen, was da los sein könnte. Gruß ^DS",,17912
17912,119972,True,Tue Oct 31 23:09:32 +0000 2017,@AmazonHelp @119973 Es nervt das ich mich seit neusten  beinahe täglich auf. Fire tv stick neu einloggen muss 😈,"17911,17913",
2562,AmazonHelp,False,Wed Nov 01 05:05:52 +0000 2017,"@116318 I'm sorry you didn't receive the refund amount you expected. Please check here for more info: 
https://t.co/I5rEOyBt2k ^BT",,2561
18139,120032,True,Wed Nov 01 06:11:05 +0000 2017,"@AmazonHelp Have already shared my registered mobile no. 9673101122, but I m currently contactable on 9818601122","18140,18141,18142",18138
18141,AmazonHelp,False,Wed Nov 01 06:20:23 +0000 2017,"@120032 Please don't provide your order details, we consider it to be personal info. Our page is visible to the public.  2/2^VH",18143,18139
18143,120032,True,Wed Nov 01 06:21:19 +0000 2017,@AmazonHelp If nothing happens then I will put on FB also,"18144,18145",18141
18170,AmazonHelp,False,Wed Nov 01 05:19:00 +0000 2017,"@120030 I'm sorry, this was never our intention. Did you report this to our customer service team here: https://t.co/vlvfJr4nN9. ^SI",18171,18131
18171,120030,True,Wed Nov 01 05:25:59 +0000 2017,"@AmazonHelp Yes. I have sent a mail. I have sent a mail each time this nonsense has occurred, but it keeps happening...",,18170
18131,120030,True,Wed Nov 01 05:14:22 +0000 2017,@115850 @AmazonHelp 'Handed over directly to Customer' when I'd left this place at 6:00 pm &amp; never returned for the night. Trust @115850 to do the impossible,18170,18120
18913,120227,True,Thu Nov 02 16:46:48 +0000 2017,@AmazonHelp I did not get any kindly resend.,"18914,18915",18912
18915,AmazonHelp,False,Thu Nov 02 17:01:54 +0000 2017,"@120227 You should have received an email from us. In case, you haven't received the email,1/2^HN",18916,18913
18916,120227,True,Fri Nov 03 09:51:51 +0000 2017,@AmazonHelp @115850 @AmazonHelp @115821 . In the last 5 working days u ppl  not able to arrange pick up.I m waiting for return since 30 days.,18917,18915
18923,120227,True,Sun Nov 05 12:34:47 +0000 2017,@AmazonHelp Is there any update??,18924,18921
18924,AmazonHelp,False,Sun Nov 05 12:38:33 +0000 2017,"@120227 We've responded to you via email, Saurabh. Please reply to the email sent for more information. ^KS",18925,18923
18925,120227,True,Sun Nov 05 12:45:50 +0000 2017,@AmazonHelp Now which information left to give u???kindly read previous msg.,"18926,18927",18924
18929,120227,True,Tue Nov 07 07:46:58 +0000 2017,@AmazonHelp You people always escalated issue and for another 24 hours.kindly do something substantial.still issue is unresolved. such a poor service.,"18930,18931",18927
18930,AmazonHelp,False,Tue Nov 07 08:00:27 +0000 2017,@120227 Our team is currently working on your issue and will be resolved at the earliest. (1/2)^AU,"18932,18933,18934",18929
18932,120227,True,Tue Nov 07 14:28:52 +0000 2017,@AmazonHelp You people are compelled me to remove amazon app.sorry but your service is disastrous &amp; suggest people not to use amazon.,,18930
18933,120227,True,Tue Nov 07 14:24:27 +0000 2017,@AmazonHelp When will be the earliest?? 1 more month?,18935,18930
18934,120227,True,Tue Nov 07 14:29:52 +0000 2017,@AmazonHelp Amazon is clearly indulge in fraudulent activities.Thank for ur service so far.,,18930
18943,AmazonHelp,False,Wed Nov 01 06:10:00 +0000 2017,@120228 Our Twitter page is visible to public. 3/3 ^SB,18944,18945
18944,120228,True,Wed Nov 01 06:12:04 +0000 2017,"@AmazonHelp I know that... But nobody is gonna do anything wrong with my order id.
So provide a proper resolution.",,18943
18945,120228,True,Wed Nov 01 06:04:19 +0000 2017,"Disappointed with order# 407-5957878-5349150
Ordered through prime ID and paid Rs. 50 extra on prime. Still haven't received it.
@115850","18943,18946,18947",
19183,AmazonHelp,False,Wed Nov 01 06:24:30 +0000 2017,@120230 We can't see your orders from here unfortunately but if you use the link ^JJ sent we can help :) ^AS,19184,19185
19184,120230,True,Wed Nov 01 06:34:06 +0000 2017,@AmazonHelp My orders are fine. I also still have access to you by way of my old Email. I just can't change my new Email address for the old one..,19186,19183
19185,120230,True,Wed Nov 01 06:04:42 +0000 2017,"@115821 For now please just tend to my new orders I just https://t.co/n5enuyETJb are those 300,000 pairs of gloves selling?",19183,19188
19207,120264,True,Fri Oct 27 06:39:47 +0000 2017,@AmazonHelp details shared,19206,19208
19208,AmazonHelp,False,Fri Oct 27 05:20:54 +0000 2017,@120264 I'd like to take a closer look into it. Please fill in this form: https://t.co/GIJyeYqKE0 and I'll revert shortly. 1/2 ^AB,19207,19209
19209,120264,True,Fri Oct 27 05:15:35 +0000 2017,"@115850  ordered #Redmi4 OrderId 407-0938237-9516324.. not yet delivrd
pathetic service from #Amazon","19210,19208",
19213,AmazonHelp,False,Wed Nov 01 06:16:26 +0000 2017,"@120230 Hi, sorry to hear that you're having trouble logging in. Please contact us here:https://t.co/jzvkhdlrK5 to look into this.^JJ",,19214
19214,120230,True,Wed Nov 01 06:03:16 +0000 2017,"Can't change my new Email address with @115821 ! I'm repeatedly told: ""There was a problem with your Password""",19213,
19216,120266,True,Wed Nov 01 06:05:05 +0000 2017,@115850 you don't care about the time of non prime customers !! Really sad to see the bad delivery of Amazon! Still waiting for delivery.,"19215,19217,19218",
19217,AmazonHelp,False,Wed Nov 01 06:15:58 +0000 2017,@120266 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/3),,19216
19434,120316,True,Wed Nov 01 06:44:04 +0000 2017,@AmazonHelp Daily same msg coming but do not delivered,"19436,19437",19433
19436,AmazonHelp,False,Wed Nov 01 06:48:29 +0000 2017,@120316 we have missed on the estimated delivery date? 2/2 ^SB,,19434
19447,120318,True,Wed Nov 01 06:46:00 +0000 2017,"@AmazonHelp Name of account -avaneesh Kumar chaubey 
Contact number -8269451504
Order number - 405-3324870-8447534
Product - titan watch","19449,19450",19446
19450,AmazonHelp,False,Wed Nov 01 06:50:32 +0000 2017,@120318 We don't have access to your account over Twitter. Please share your details in the link given earlier by 'GS'. (1/2) ^ZH,,19447
19476,AmazonHelp,False,Wed Nov 01 06:32:34 +0000 2017,@120324 as possible. Kindly drop your details here: https://t.co/Bt7pD1u7yO and I'll get back to you. 2/2 ^SH,,19477
19477,120324,True,Wed Nov 01 06:17:28 +0000 2017,"@115821 broke family&amp; friends trust.Ordered a product month ago,return/refund requested on same month, but still waiting for pickup &amp; refund https://t.co/noCu65cIeB","19476,19478",
20442,120469,True,Wed Nov 01 07:28:29 +0000 2017,@AmazonHelp Please call back me...,"20444,20445",20441
20446,120469,True,Thu Nov 02 04:45:37 +0000 2017,@AmazonHelp No option of call with customer care,20448,20444
20448,AmazonHelp,False,Thu Nov 02 04:51:29 +0000 2017,"@120469 If you're unable to arrange a call back, kindly contact our support team using the chat/email option and we'll help you. ^ZH",20449,20446
20449,120469,True,Thu Nov 02 12:09:04 +0000 2017,@AmazonHelp I am already still awaiting since 12.10.2017 for your solution. But no any satisfied resolution provide from Amazon side.,20450,20448
20445,AmazonHelp,False,Wed Nov 01 07:54:56 +0000 2017,@120469 Please click here: https://t.co/2l2eM2Q8NU after selecting the appropriate issue click 1/2 ^SH,,20442
21013,AmazonHelp,False,Wed Nov 01 07:42:57 +0000 2017,"@118505 As you have filled the form, you will receive an email here: https://t.co/qrNGs448NG ^RW",21014,21015
21014,118505,True,Wed Nov 01 08:04:15 +0000 2017,@AmazonHelp Ur customer care is disconnecting my call by saying that we would not be able to give you any further I sight over this issue.Please explain,"21016,21017",21013
21015,118505,True,Wed Nov 01 07:08:01 +0000 2017,@AmazonHelp Hey I have filled the form multiple times do I look like a fool to fill again and again. Give a resolution that's it,"21013,21023",21024
21053,120613,True,Thu Nov 02 20:44:17 +0000 2017,@AmazonHelp I did recieve an email indicating the package is being returned to the fulfillment centre. What type of nonsense is this?,21054,21052
21054,AmazonHelp,False,Thu Nov 02 20:48:49 +0000 2017,"@120613 If you've provided the details earlier in the link, you should've received an email from the social media team. ^NR",21055,21053
21055,120613,True,Thu Nov 02 20:50:06 +0000 2017,"@AmazonHelp Ok, so you are now foubting whether i provided details or not. Thank you for your wonderful service. Such wonderful new lows.","21056,21057",21054
21099,120620,True,Wed Nov 01 07:45:14 +0000 2017,@AmazonHelp I have the parcel now but my point is that I’m paying a monthly fee for a service that I’m not getting the benefit of,21101,21098
21101,AmazonHelp,False,Wed Nov 01 07:53:56 +0000 2017,"@120620 Sorry, did you report the delay to us: https://t.co/JzP7hlA23B? Here's a list of all Prime benefits: https://t.co/1F8zzRxUMC!^JJ",21102,21099
21102,120620,True,Fri Nov 03 14:01:42 +0000 2017,@AmazonHelp Thanks for your help 🙄 I'll just cancel it,,21101
21397,120682,True,Wed Nov 01 08:38:10 +0000 2017,"@AmazonHelp 😂😂😂 Wie gesagt euch ein schönen restlichen Feiertag, auch wenn ich Supportet (nennt man das so?) 😂","21398,21399",21396
21398,AmazonHelp,False,Wed Nov 01 08:41:00 +0000 2017,"@120682 Danke, dir auch. Wir supporten dann mal fleißig weiter 😄 ^AN",,21397
21459,120689,True,Wed Nov 01 07:14:42 +0000 2017,Friend has received his Amazon Echo Plus shipment in the morning today. Still waiting for my dot.,"21457,21460",
21460,AmazonHelp,False,Wed Nov 01 07:54:26 +0000 2017,@120689 Our products are shipped on time so that they can reach you by the estimated delivery date. 1/2 ^AH,,21459
21471,120261,True,Wed Nov 01 09:49:52 +0000 2017,@AmazonHelp I have no any mail  reply from u please,"21472,21473",21470
21472,AmazonHelp,False,Wed Nov 01 10:02:00 +0000 2017,@120261 We will look into it. 2/2 ^SB,"21474,21475",21471
21474,120261,True,Wed Nov 01 10:30:49 +0000 2017,@AmazonHelp You can check it,,21472
21475,120261,True,Wed Nov 01 10:31:20 +0000 2017,@AmazonHelp My return date is near so please fast proccess.,21476,21472
21489,AmazonHelp,False,Wed Nov 01 07:49:25 +0000 2017,@120693 here: https://t.co/beaaDm0muc and I’ll contact you soon. 2/2 ^AH,,21490
21490,120693,True,Wed Nov 01 07:18:39 +0000 2017,@115850 frnd ordered kindle wich was not delivered.He canceled order &amp; U agreed. Bt aftr a mnth U r denying to give refund. Disappointing,"21489,21491",
21530,120700,True,Wed Nov 15 15:49:49 +0000 2017,@AmazonHelp Kindly see this picture.. what kind of crap is this . I haven't received refund for this product.its been two months . https://t.co/7b9FuW1gyI,21532,21525
21532,AmazonHelp,False,Wed Nov 15 16:00:31 +0000 2017,"@120700 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.
 ^CB",,21530
21542,120701,True,Thu Nov 02 03:37:43 +0000 2017,@AmazonHelp Good morning Amazon idiots... third day in a row... today's delivery guys number 70385 67720....can u idiots call him and ask him to deliver... Bunch of incompetetive morons...get this sorted out today...n don't use empathy n sympathy,21543,21540
21543,AmazonHelp,False,Thu Nov 02 04:00:00 +0000 2017,"@120701 I get your concern, please check for an email from our team here: https://t.co/NTkrxpsbHJ. ^PS",21544,21542
21544,120701,True,Thu Nov 02 04:55:05 +0000 2017,@AmazonHelp Are you guys nuts? How can u ask me to wait... bloddy idiots from past three days I am waiting...what r u guys? Stupid assholes? U don't have integrity,"21545,21546,21547",21543
21546,AmazonHelp,False,Thu Nov 02 05:30:28 +0000 2017,"@120701 registered email account post submitting the form here: https://t.co/GIJyeYqKE0, can you check for the following 2/3 ^MJ",,21544
21577,120701,True,Tue Oct 31 12:21:29 +0000 2017,@AmazonHelp Feedback? Are you kidding me? Where is my money and the package...bloddy idiots I am the prime customer and I want the shipment to be delivered rite now...I don't care about ur internal review...get me ur escalation point of contact to call me,21576,21578
21578,AmazonHelp,False,Tue Oct 31 12:19:33 +0000 2017,@120701 on this as feedback with the team internally for a review. 2/2 ^OS,21577,21579
21579,120701,True,Tue Oct 31 12:05:52 +0000 2017,@AmazonHelp Sure..so if compensation is not available...can I name and shame you guys...because u guys are pathetic..can u quickly tell me ur name and employee ID and also ur escalation point of contact..because I am not sitting quiet,"21580,21578,21581",21582
21899,120772,True,Sat Oct 28 09:25:13 +0000 2017,"@AmazonHelp Tried that the first time, customer service operators can’t seem to read an email",21898,21900
21900,AmazonHelp,False,Sat Oct 28 08:17:00 +0000 2017,@120772 Hi Tim- For all queries you can reach us directly via the below link:  https://t.co/JzP7hlA23B Thanks. ^NV,21899,21901
21901,120772,True,Sat Oct 28 07:47:17 +0000 2017,"@AmazonHelp can I pls have a direct email address for someone with a brain for your love film by post service,online help proving impossible",21900,
21927,120777,True,Fri Oct 27 03:11:34 +0000 2017,@AmazonHelp U need to ur mails first.. Are they of any use???,"21926,21928",21929
21929,AmazonHelp,False,Fri Oct 27 02:57:47 +0000 2017,@120777 Kindly reply to the email received from us and we shall get back to you on this. ^SH,"21930,21927",21931
21931,120777,True,Fri Oct 27 02:31:38 +0000 2017,@AmazonHelp Have you gone deeper into the issue or it's just an automated instant reply over Twitter?? @115851,21929,21932
21968,AmazonHelp,False,Wed Nov 01 08:00:34 +0000 2017,"@120782 Anna Lou, você pode também entrar em contato com o departamento de R. P utilizando este link: https://t.co/4x5oTTr6Zb. ^VM",21969,21970
21969,120782,True,Mon Nov 13 08:17:24 +0000 2017,"@AmazonHelp Grata pelas sugestões. Estou também divulgando diversos videobooks dos meus livros. Tem algum local onde possa posta-los? Se tiver interesse, veja alguns deles. https://t.co/NOLluCh8zo
https://t.co/vvTxG98Zvc
https://t.co/fV6GkVSlXa
https://t.co/XcaMKKRGCm",,21968
21970,120782,True,Wed Nov 01 07:50:51 +0000 2017,@AmazonHelp Grata. Procuro parceria para divulgar pq meus leitores não tem costume de ler ebook. Se tem como anunciar os livros ou divulgar via Amazon,21968,21971
22518,120918,True,Wed Nov 01 11:26:51 +0000 2017,"@AmazonHelp You have all the information you need - just reply here thanks.  People get in touch this way because that is what they prefer - no forms, no phone calls, so please respond.","22519,22520",22517
22519,AmazonHelp,False,Wed Nov 01 11:54:25 +0000 2017,"@120918 I have escalated your feedback about ""Please Let Me Go"" for correction. If we can help w/ anything else, let us know! ^KN 2/2",,22518
22541,120924,True,Wed Nov 01 10:25:11 +0000 2017,@AmazonHelp They are saying that amazon took the courier scanned it and returned.. they have no idea on how the box is empty,"22543,22544",22540
22543,AmazonHelp,False,Wed Nov 01 10:52:00 +0000 2017,@120924 and they should be able to help you out. ^SG(2/2),,22541
22542,120924,True,Wed Nov 01 08:10:13 +0000 2017,Hi I returned my order and I followed the proper procedure but got back an empty dabba from post office. @115850 @AmazonHelp PFA photos https://t.co/DmP0UrEttf,"22545,22540,22546",
22546,AmazonHelp,False,Wed Nov 01 08:38:49 +0000 2017,@120924 I get your concern if you have self returned the package kindly connect with the courier as they'll be able to help you with 1/2^SH,,22542
